time,open,high,low,close,volume
1734336000000,104992.79,105016.85,103625.78,103757.99,3972.26006
1734350400000,103758.0,106499.99,103333.0,106332.01,9289.30941
1734364800000,106332.0,107793.07,105797.41,106583.12,11995.104264
1734379200000,106583.13,106648.48,105480.02,106058.66,4158.6081
1734393600000,106058.65,107000.0,105657.34,106866.49,3882.88127
1734408000000,106866.5,107143.29,106368.45,106805.75,2937.82223
1734422400000,106805.75,107550.02,106708.86,106808.31,3622.94784
1734436800000,106808.31,108353.0,105725.99,106478.47,8939.180456
1734451200000,106478.48,107633.0,106148.0,106475.89,5875.35581
1734465600000,106475.89,106903.99,105321.49,106133.74,3806.74886
1734480000000,106133.74,106524.98,104581.58,104763.98,5784.93924
1734494400000,104763.99,104763.99,103137.82,104250.75,7256.63713
1734508800000,104250.75,105033.33,103729.18,105028.33,2927.64166
1734523200000,105028.33,105350.0,103650.0,104428.54,7242.86665
1734537600000,104428.54,104999.98,102817.82,102817.82,9166.33778
1734552000000,102817.82,102997.77,100000.0,100204.01,17929.57509
1734566400000,100204.01,101310.25,98802.0,101193.15,11011.14924
1734580800000,101193.15,101727.28,100629.99,101656.57,3199.07619
1734595200000,101656.57,102609.72,101380.1,102449.99,4074.86626
1734609600000,102450.0,102800.11,99500.0,100679.86,10496.80787
1734624000000,100679.86,101200.0,96251.32,97199.72,15856.49892
1734638400000,97199.72,98500.0,95700.0,97461.86,10508.99952
1734652800000,97461.86,97814.09,96000.0,97106.02,8712.02871
1734667200000,97106.02,98233.0,96374.03,97832.53,6871.39877
1734681600000,97832.52,97864.91,92612.1,92723.98,19009.19125
1734696000000,92723.99,97572.0,92232.54,96991.62,16343.30766
1734710400000,96991.63,97748.0,96300.0,97116.0,7186.02296
1734724800000,97116.0,97816.44,95393.84,97805.44,4762.18635
1734739200000,97805.44,97813.59,97188.09,97487.46,2878.66863
1734753600000,97487.47,99540.61,97378.5,99040.0,5467.95008
1734768000000,99040.0,99187.95,97800.0,98262.08,3434.11954
1734782400000,98262.08,98283.95,96398.39,97527.97,5930.1048
1734796800000,97527.96,97723.18,96819.36,97269.03,2933.73741
1734811200000,97269.03,98057.51,96539.91,97291.99,2838.96097
1734825600000,97292.0,97448.08,96549.37,96994.37,1848.52784
1734840000000,96994.37,97071.97,95890.28,96210.24,2981.41637
1734854400000,96210.25,97351.57,96196.85,97101.28,2184.9888
1734868800000,97101.29,97300.0,95109.13,95377.72,4444.90674
1734883200000,95377.71,96444.45,94700.0,94836.55,3910.30845
1734897600000,94836.55,95824.0,94250.35,95186.27,3983.68216
1734912000000,95186.28,96043.99,93700.42,96025.15,6028.4424
1734926400000,96025.15,96509.98,94705.07,95404.01,3919.1348
1734940800000,95404.01,96538.92,95036.77,95932.42,3020.85272
1734955200000,95932.41,96423.0,93107.52,93250.37,8316.98998
1734969600000,93250.38,94260.0,92690.0,93044.79,6236.29663
1734984000000,93044.79,95509.09,92520.0,94881.47,5289.0505
1734998400000,94881.47,94881.47,93569.02,94348.75,3135.824
1735012800000,94348.75,94653.45,93810.45,94233.19,1999.49298
1735027200000,94233.2,94635.7,93840.0,94398.6,1936.10063
1735041600000,94398.6,98300.0,94075.1,98300.0,6970.36477
1735056000000,98299.99,99487.99,97546.57,97581.09,6446.91305
1735070400000,97581.1,99068.9,97250.0,98663.58,3185.52945
1735084800000,98663.58,98878.44,97725.27,98029.48,2347.026
1735099200000,98029.49,98581.9,97844.18,98084.33,1454.63832
1735113600000,98084.33,99349.31,97773.83,97907.61,3026.36685
1735128000000,97907.61,98832.89,97632.02,98519.98,2843.35507
1735142400000,98519.99,99299.99,98134.4,99018.52,2094.84554
1735156800000,99018.52,99569.15,98384.61,99429.6,2707.93332
1735171200000,99429.61,99963.7,98468.26,98995.17,3339.03441
1735185600000,98995.18,98995.18,97711.17,97719.99,2538.93374
1735200000000,97719.99,97772.13,95199.14,95695.81,6056.25765
1735214400000,95695.81,96280.25,95234.93,96042.88,4267.56835
1735228800000,96042.89,96621.95,95444.44,96102.25,2892.18792
1735243200000,96102.24,96114.46,95302.0,95791.6,2098.3852
1735257600000,95791.6,96443.68,95401.03,96417.84,2935.2441
1735272000000,96417.84,96604.24,94646.03,95104.76,4600.52902
1735286400000,95104.76,97544.58,95104.76,96952.38,4963.50857
1735300800000,96952.38,97035.8,94011.11,94573.75,6425.73336
1735315200000,94573.75,94996.16,93500.01,94750.0,5278.97717
1735329600000,94750.11,94823.09,94100.6,94299.03,2297.27207
1735344000000,94299.03,94720.0,94135.66,94594.91,1341.52605
1735358400000,94594.91,94800.0,94307.0,94381.99,971.18403
1735372800000,94381.98,94883.0,94312.67,94754.83,1063.67759
1735387200000,94754.83,95340.36,94375.8,94447.29,2013.14298
1735401600000,94447.28,95245.24,94389.45,95027.76,1698.97945
1735416000000,95027.75,95733.99,94878.26,95300.0,1297.3828
1735430400000,95300.0,95340.0,94808.0,95172.4,1053.11164
1735444800000,95172.41,95283.99,94971.44,95272.04,875.93086
1735459200000,95272.05,95315.5,95010.0,95032.57,788.50288
1735473600000,95032.58,95231.58,94010.0,94511.12,2881.2142
1735488000000,94511.11,94578.89,93367.52,93612.89,4040.48021
1735502400000,93612.89,93949.52,93009.52,93738.2,3936.76599
1735516800000,93738.19,94274.29,93368.93,93722.71,2898.63024
1735531200000,93722.72,94060.35,93240.03,93731.65,2439.98241
1735545600000,93731.66,94068.56,93469.56,93923.14,1683.90269
1735560000000,93923.14,94277.23,91530.45,92130.21,9295.9625
1735574400000,92130.21,94684.09,91800.0,94417.04,6130.98017
1735588800000,94417.04,95024.5,91901.57,92792.05,5169.96449
1735603200000,92792.05,92907.03,92033.73,92509.59,2673.26662
1735617600000,92509.6,93040.1,92344.07,92860.75,1910.77295
1735632000000,92860.75,94741.68,92842.88,94232.68,3728.42811
1735646400000,94232.68,96250.0,94232.67,95412.0,5922.39263
1735660800000,95412.0,95590.52,93189.59,94166.88,3654.49229
1735675200000,94166.88,94222.5,93375.38,93576.0,1722.68129
1735689600000,93576.0,94509.42,93489.03,93838.04,1840.29813
1735704000000,93838.04,93937.19,93500.0,93684.1,958.86153
1735718400000,93684.11,93756.02,92888.0,93444.64,1867.48363
1735732800000,93444.65,94500.0,93407.07,94432.94,2077.71092
1735747200000,94432.94,94823.75,93760.93,94627.07,1721.05382
1735761600000,94627.08,95151.15,94542.0,94591.79,1907.9181
1735776000000,94591.78,95516.0,94392.0,95010.33,3071.06776
1735790400000,95010.34,96000.0,94984.84,95822.0,2597.83185
1735804800000,95822.01,96876.38,95640.05,96732.99,3181.19751
1735819200000,96733.0,97440.91,95924.6,96455.01,6594.73113
1735833600000,96455.01,97777.0,96040.04,97317.74,4552.1019
1735848000000,97317.74,97839.5,96666.66,96984.79,1973.55933
1735862400000,96984.79,97342.44,96650.0,97062.3,1301.75815
1735876800000,97062.3,97066.18,96280.65,96304.0,1511.25736
1735891200000,96304.0,96830.0,96100.01,96757.58,1875.17783
1735905600000,96757.57,97660.0,96472.43,97521.35,3996.57846
1735920000000,97521.36,98976.91,97406.54,98592.01,4583.69677
1735934400000,98592.02,98748.0,98067.99,98174.18,1985.36079
1735948800000,98174.17,98314.15,97800.0,98200.0,1400.83188
1735963200000,98200.01,98350.04,97862.87,98271.88,1220.86223
1735977600000,98271.87,98306.22,97532.58,97889.39,1585.26406
1735992000000,97889.4,98152.02,97514.79,97657.94,1867.22331
1736006400000,97657.95,98350.0,97549.99,98166.26,1394.26571
1736020800000,98166.26,98778.43,98143.2,98220.5,1521.60932
1736035200000,98220.51,98391.59,98050.0,98187.96,830.57053
1736049600000,98187.97,98522.76,98187.96,98268.77,719.22974
1736064000000,98268.77,98268.78,97600.0,97641.63,1371.38309
1736078400000,97641.62,98281.89,97276.79,98028.98,1867.30793
1736092800000,98028.98,98332.54,97577.46,98079.63,1421.36695
1736107200000,98079.64,98836.85,98024.0,98363.61,1885.77899
1736121600000,98363.61,99333.0,97920.0,99037.57,3197.2233
1736136000000,99037.57,99892.0,99037.57,99318.7,2944.63327
1736150400000,99318.7,99625.69,98709.28,99259.99,2315.45844
1736164800000,99259.99,102468.92,98711.94,102147.95,8408.22358
1736179200000,102147.95,102480.0,101250.0,101817.22,5128.12803
1736193600000,101817.22,102329.98,101600.05,102235.6,3269.76713
1736208000000,102235.6,102724.38,101512.91,101708.08,2357.41538
1736222400000,101708.09,102015.01,101582.79,101664.81,1492.76799
1736236800000,101664.81,101995.64,100472.45,100830.86,3234.87532
1736251200000,100830.86,100960.06,97153.5,97952.26,12652.02745
1736265600000,97952.26,98347.81,96323.67,96451.98,7820.91705
1736280000000,96451.99,97220.76,96181.81,96954.61,4501.87218
1736294400000,96954.6,97268.65,96216.83,96525.2,3503.85267
1736308800000,96525.2,96654.61,95250.76,95657.09,5008.27213
1736323200000,95657.09,96132.47,94543.86,95134.92,4080.06431
1736337600000,95134.92,96079.32,94624.43,95493.77,7524.11163
1736352000000,95493.77,95555.25,92500.9,94243.89,10263.38282
1736366400000,94243.89,95310.94,93600.0,95060.61,3324.99538
1736380800000,95060.61,95382.32,93422.89,94027.9,5419.68508
1736395200000,94027.91,94618.63,93186.38,93221.59,2824.32014
1736409600000,93221.59,93877.46,92750.0,93465.23,4574.38662
1736424000000,93465.23,94588.23,91800.0,94244.02,9108.35063
1736438400000,94244.02,94685.25,91900.01,91909.59,6624.66398
1736452800000,91909.59,92720.67,91203.67,92552.49,5993.4304
1736467200000,92552.49,93727.83,92431.73,93696.13,2928.04066
1736481600000,93696.13,95000.0,93500.0,94492.63,3602.28378
1736496000000,94492.62,95293.4,94388.5,95073.95,2846.56733
1736510400000,95073.95,95117.26,92206.02,93730.92,12008.10901
1736524800000,93730.93,95836.0,93177.4,95327.06,7960.59139
1736539200000,95327.07,95442.15,94586.02,94726.11,2137.27207
1736553600000,94726.1,94746.37,94106.49,94206.95,1275.83371
1736568000000,94206.96,94441.87,93831.73,94246.36,989.55966
1736582400000,94246.36,94791.67,94031.22,94625.65,1009.69139
1736596800000,94625.66,94655.2,94307.25,94410.26,891.77961
1736611200000,94410.26,94708.12,93984.55,94249.26,1016.34928
1736625600000,94249.27,95050.94,94200.89,94599.99,1864.69065
1736640000000,94599.99,94699.0,94296.99,94622.4,984.48539
1736654400000,94622.4,94650.0,94274.01,94323.85,555.17676
1736668800000,94323.85,94393.57,93711.19,94255.1,1542.32088
1736683200000,94255.1,95450.1,94173.48,95071.9,2128.13742
1736697600000,95071.91,95314.12,94578.54,94650.26,1321.59389
1736712000000,94650.26,94800.0,93800.0,94545.06,2075.15188
1736726400000,94545.07,95940.0,93899.99,94269.23,3486.55763
1736740800000,94269.23,94913.03,93281.0,93590.24,2651.8386
1736755200000,93590.24,93661.55,90833.12,90851.22,10070.64435
1736769600000,90851.23,93100.0,89256.69,92123.75,15768.82719
1736784000000,92123.75,92534.1,91250.0,92312.18,5597.12697
1736798400000,92312.18,94727.15,91908.2,94536.1,5044.56949
1736812800000,94536.11,95280.8,94346.22,94861.4,3303.28378
1736827200000,94861.39,95464.71,94753.42,94864.0,2358.7602
1736841600000,94863.99,97371.0,94860.11,96548.04,6495.82711
1736856000000,96548.04,97265.48,95748.93,96471.65,8394.33223
1736870400000,96471.65,97088.57,95351.76,96537.8,5134.58254
1736884800000,96537.23,96921.13,96152.31,96560.86,2159.83167
1736899200000,96560.85,97554.63,96500.0,97317.12,3289.96951
1736913600000,97317.12,97724.96,96750.0,97301.35,3059.85859
1736928000000,97301.35,97524.0,96521.0,96762.18,2662.70368
1736942400000,96762.19,99799.98,96539.77,98992.42,11578.95097
1736956800000,98992.42,99990.0,98602.05,99844.9,5037.81977
1736971200000,99844.91,100681.94,99460.8,100497.35,4880.68927
1736985600000,100497.35,100866.66,99170.0,99478.03,4764.75349
1737000000000,99478.04,99921.86,99322.19,99799.99,1971.85838
1737014400000,99800.0,99820.0,98617.55,99158.71,4224.49604
1737028800000,99158.7,99517.93,97335.13,99296.17,7952.93002
1737043200000,99296.17,100448.72,99079.05,100417.2,5345.71609
1737057600000,100417.2,100641.99,99377.0,99987.3,3573.09915
1737072000000,99987.3,102148.13,99950.77,101051.73,6891.54414
1737086400000,101051.73,101899.49,100952.1,101440.5,3198.4853
1737100800000,101440.51,102581.45,101439.77,102237.6,5380.48317
1737115200000,102237.6,104254.19,102195.9,104000.0,9298.37508
1737129600000,104000.0,105865.22,103841.18,105834.93,9336.85365
1737144000000,105834.93,105847.02,104065.25,104077.48,5066.11158
1737158400000,104077.47,104656.87,103000.25,103559.82,3518.82558
1737172800000,103559.82,103771.21,102602.48,102821.75,4937.1314
1737187200000,102821.75,103883.01,102277.55,103589.29,4114.11548
1737201600000,103589.29,104988.88,103107.65,104568.96,5002.17801
1737216000000,104568.96,104719.29,103156.02,104382.01,4197.15572
1737230400000,104382.0,104750.0,103765.44,104556.23,2538.42379
1737244800000,104556.23,105458.55,104013.51,104984.01,3271.33432
1737259200000,104984.01,105634.78,104191.19,105167.12,4785.51322
1737273600000,105167.11,105496.03,103450.69,104363.23,7895.87414
1737288000000,104363.24,105706.48,104300.75,104936.35,6026.11475
1737302400000,104936.35,106200.74,104520.01,106200.0,3579.79556
1737316800000,106200.0,106422.43,99651.6,101331.57,17838.65099
1737331200000,101331.57,102321.42,99550.0,101891.93,13939.26024
1737345600000,101891.94,109588.0,101535.28,107120.65,21204.587662
1737360000000,107120.65,109193.23,107093.33,108239.19,9010.89785
1737374400000,108239.19,108700.01,104480.0,104957.99,13711.24313
1737388800000,104957.99,107050.0,100333.0,103691.63,25962.9026
1737403200000,103691.64,104331.0,101701.01,102260.01,5700.34025
1737417600000,102260.0,103260.1,100119.04,102936.01,10133.69299
1737432000000,102936.01,102974.14,101111.68,101989.05,5400.15858
1737446400000,101989.06,103973.02,101740.82,103758.25,6235.66073
1737460800000,103758.25,105320.0,102803.43,103943.0,9899.25066
1737475200000,103942.99,107240.81,103822.02,107031.34,9757.23378
1737489600000,107031.34,107199.99,105420.0,106143.82,4515.02328
1737504000000,106143.82,106394.46,105448.99,105600.01,3019.25833
1737518400000,105600.01,105952.0,105043.88,105084.77,2894.59275
1737532800000,105084.77,105464.83,104647.75,105100.39,3008.01462
1737547200000,105100.38,105584.23,103662.58,104180.01,6007.84866
1737561600000,104180.01,104754.64,103339.12,104630.0,4362.47109
1737576000000,104630.0,104830.12,103611.66,103706.66,2956.50709
1737590400000,103706.66,103819.99,102100.0,102461.25,4960.28164
1737604800000,102461.24,102968.31,101575.5,102710.27,3922.18053
1737619200000,102710.28,102724.94,101262.28,101944.49,3213.96175
