time,open,high,low,close,volume
1745085600000,1618.83,1623.13,1614.6,1615.19,11017.0472
1745089200000,1615.19,1618.43,1613.36,1614.79,6346.6061
1745092800000,1614.8,1617.0,1611.06,1614.01,6243.2359
1745096400000,1614.01,1622.37,1614.0,1620.77,6132.5453
1745100000000,1620.76,1621.36,1616.0,1619.41,3475.6927
1745103600000,1619.42,1620.56,1612.01,1613.27,5138.1615
1745107200000,1613.26,1615.11,1608.0,1610.11,7664.7612
1745110800000,1610.11,1619.13,1609.61,1617.91,8159.332
1745114400000,1617.9,1619.19,1613.5,1615.93,4723.011
1745118000000,1615.92,1616.88,1609.45,1611.87,6878.0398
1745121600000,1611.87,1617.65,1611.18,1614.62,5189.5171
1745125200000,1614.58,1616.2,1609.5,1609.86,6085.4074
1745128800000,1609.87,1613.17,1602.66,1605.44,9604.9293
1745132400000,1605.44,1605.44,1586.6,1597.46,26450.6513
1745136000000,1597.46,1597.61,1586.45,1590.04,12946.3374
1745139600000,1590.03,1593.22,1588.35,1591.77,12749.0866
1745143200000,1591.76,1592.69,1569.0,1574.53,38762.4345
1745146800000,1574.53,1579.99,1565.59,1572.62,22521.6012
1745150400000,1572.61,1579.79,1571.3,1576.12,9805.8625
1745154000000,1576.13,1581.4,1571.12,1577.51,13818.807
1745157600000,1577.5,1584.04,1576.6,1580.23,9082.7003
1745161200000,1580.22,1580.86,1571.1,1573.5,9097.2387
1745164800000,1573.51,1582.5,1571.49,1581.5,9889.8316
1745168400000,1581.49,1581.85,1575.74,1579.72,5703.1627
1745172000000,1579.72,1582.03,1578.24,1581.42,6077.2987
1745175600000,1581.41,1587.97,1579.04,1586.17,6519.0206
1745179200000,1586.19,1600.75,1585.12,1589.88,17248.6433
1745182800000,1589.88,1591.08,1583.62,1589.0,8339.5213
1745186400000,1588.99,1589.2,1574.68,1582.16,10844.994
1745190000000,1582.16,1587.96,1582.16,1587.36,7890.0411
1745193600000,1587.36,1620.49,1586.18,1610.09,44169.0729
1745197200000,1610.1,1629.85,1608.01,1628.64,35128.4759
1745200800000,1628.64,1645.45,1625.01,1632.66,49113.0504
1745204400000,1632.66,1642.92,1632.01,1634.54,32198.2725
1745208000000,1634.55,1641.3,1631.3,1640.08,21224.3167
1745211600000,1640.09,1656.79,1637.43,1648.21,45269.9396
1745215200000,1648.21,1658.75,1644.56,1647.91,31580.3029
1745218800000,1647.9,1650.38,1641.5,1645.92,16601.328
1745222400000,1645.92,1649.45,1643.76,1649.16,10281.0228
1745226000000,1649.15,1655.0,1639.47,1642.58,19708.1387
1745229600000,1642.58,1643.42,1628.29,1635.7,26561.3721
1745233200000,1635.7,1636.17,1617.85,1626.34,21044.9041
1745236800000,1626.34,1631.69,1623.58,1623.71,12302.2199
1745240400000,1623.7,1630.5,1611.51,1611.88,24595.6237
1745244000000,1611.87,1641.82,1608.6,1634.16,50137.0847
1745247600000,1634.15,1635.16,1618.65,1623.3,23384.7005
1745251200000,1623.3,1626.09,1587.18,1589.6,36905.0876
1745254800000,1589.6,1590.25,1571.37,1578.42,64646.0353
1745258400000,1578.43,1579.22,1567.28,1567.73,26477.9077
1745262000000,1567.73,1581.1,1564.07,1573.7,47806.5291
1745265600000,1573.7,1578.06,1571.35,1577.77,16746.8864
1745269200000,1577.77,1580.16,1572.33,1578.52,9410.1189
1745272800000,1578.51,1578.9,1571.51,1577.85,12359.5363
1745276400000,1577.85,1580.75,1572.11,1579.57,13834.74
1745280000000,1579.57,1580.8,1537.26,1568.93,61120.5396
1745283600000,1568.92,1589.03,1565.0,1587.53,36183.7982
1745287200000,1587.52,1593.73,1567.04,1577.09,30387.9568
1745290800000,1577.08,1580.79,1571.21,1579.22,16956.8666
1745294400000,1579.22,1586.9,1577.62,1577.97,14200.0073
1745298000000,1577.96,1584.28,1574.0,1583.71,16556.5784
1745301600000,1583.72,1585.56,1574.9,1583.74,13707.753
1745305200000,1583.75,1624.0,1582.64,1619.21,74667.5477
1745308800000,1619.2,1634.49,1618.7,1627.75,46906.2779
1745312400000,1627.75,1633.37,1621.74,1625.36,24010.0708
1745316000000,1625.36,1630.0,1613.01,1628.46,24340.7515
1745319600000,1628.46,1638.16,1625.78,1631.03,22923.8269
1745323200000,1631.03,1640.0,1627.48,1634.92,23776.8157
1745326800000,1634.92,1653.79,1626.85,1642.98,68132.5755
1745330400000,1642.98,1680.0,1638.02,1675.0,120370.7854
1745334000000,1674.99,1725.81,1674.11,1703.01,177880.6917
1745337600000,1703.0,1710.66,1686.4,1691.72,36920.0623
1745341200000,1691.71,1702.99,1683.08,1700.42,43852.3269
1745344800000,1700.43,1707.4,1695.71,1703.79,15986.6113
1745348400000,1703.78,1705.39,1683.66,1698.22,20258.3817
1745352000000,1698.22,1701.99,1691.68,1695.32,19661.7569
1745355600000,1695.31,1778.0,1694.17,1754.25,100811.2047
1745359200000,1754.2,1761.53,1738.5,1745.7,47437.0639
1745362800000,1745.7,1764.35,1745.0,1756.26,45986.7079
1745366400000,1756.25,1763.45,1744.95,1751.27,28919.7809
1745370000000,1751.28,1788.0,1747.3,1762.28,66713.0514
1745373600000,1762.28,1807.56,1761.41,1792.21,71533.1078
1745377200000,1792.21,1797.41,1780.0,1795.49,26097.6781
1745380800000,1795.49,1818.18,1782.0,1817.01,35357.1849
1745384400000,1817.0,1817.0,1794.4,1797.41,52695.3959
1745388000000,1797.4,1802.22,1786.18,1788.84,49182.379
1745391600000,1788.84,1795.5,1773.93,1792.11,43249.4428
1745395200000,1792.1,1801.47,1785.93,1791.32,39255.575
1745398800000,1791.33,1801.78,1785.54,1785.55,24164.9171
1745402400000,1785.54,1809.14,1779.2,1803.71,28452.3876
1745406000000,1803.7,1812.2,1792.35,1797.23,27802.6046
1745409600000,1797.22,1830.0,1795.1,1815.09,48105.9305
1745413200000,1815.09,1834.86,1782.83,1786.87,99896.7108
1745416800000,1786.86,1803.3,1781.41,1788.12,47599.6664
1745420400000,1788.12,1798.15,1761.62,1794.6,76404.5227
1745424000000,1794.6,1798.21,1781.87,1792.6,29113.4925
1745427600000,1792.59,1804.13,1787.89,1800.72,21073.4765
1745431200000,1800.72,1810.0,1794.0,1798.21,16273.2483
1745434800000,1798.21,1799.09,1774.47,1786.03,21880.216
1745438400000,1786.03,1799.81,1785.73,1795.59,9461.0242
1745442000000,1795.59,1798.8,1786.76,1791.58,6248.0764
1745445600000,1791.59,1805.9,1789.6,1803.42,9487.1889
1745449200000,1803.42,1806.91,1791.5,1795.07,8578.5733
1745452800000,1795.08,1798.42,1783.48,1789.89,12883.4854
1745456400000,1789.9,1797.82,1781.53,1793.99,11161.484
1745460000000,1794.0,1802.82,1775.5,1779.36,19106.286
1745463600000,1779.36,1791.0,1766.52,1768.18,25614.9865
1745467200000,1768.16,1773.47,1758.0,1772.32,25944.8794
1745470800000,1772.32,1776.34,1766.43,1769.59,10623.0375
1745474400000,1769.58,1776.0,1762.01,1768.19,12315.6762
1745478000000,1768.19,1774.62,1751.27,1756.25,27355.6553
1745481600000,1756.25,1760.7,1722.9,1734.91,64193.0206
1745485200000,1734.91,1747.2,1734.5,1743.5,19292.247
1745488800000,1743.5,1751.47,1739.93,1750.17,13226.9506
1745492400000,1750.17,1757.4,1741.47,1755.1,15252.425
1745496000000,1755.1,1757.95,1747.4,1757.86,15162.4504
1745499600000,1757.86,1760.88,1744.4,1753.55,21264.1997
1745503200000,1753.55,1776.35,1752.85,1765.37,40974.24
1745506800000,1765.37,1777.77,1762.2,1764.62,29454.3897
1745510400000,1764.62,1777.5,1763.28,1770.4,23917.3188
1745514000000,1770.4,1773.78,1746.04,1755.41,31234.5268
1745517600000,1755.4,1769.2,1755.0,1763.24,12393.7559
1745521200000,1763.25,1766.79,1756.01,1763.1,8814.9947
1745524800000,1763.1,1770.0,1761.13,1762.01,9665.8341
1745528400000,1762.01,1764.19,1749.04,1760.8,10949.0576
1745532000000,1760.8,1765.0,1755.94,1760.0,11450.4194
1745535600000,1759.99,1774.84,1758.75,1769.65,11213.7179
1745539200000,1769.64,1775.44,1763.2,1774.15,11926.0376
1745542800000,1774.15,1790.5,1765.01,1765.93,27537.8398
1745546400000,1765.93,1770.87,1738.6,1744.61,34757.9676
1745550000000,1744.61,1762.14,1740.15,1760.89,17224.9915
1745553600000,1760.89,1771.8,1758.14,1766.0,11485.2041
1745557200000,1766.0,1770.99,1763.07,1767.26,8180.4764
1745560800000,1767.26,1780.46,1765.62,1776.96,14568.7138
1745564400000,1776.96,1781.88,1770.29,1777.18,22421.1221
1745568000000,1777.17,1778.8,1772.5,1775.19,15888.4639
1745571600000,1775.18,1793.29,1764.29,1788.11,30308.2849
1745575200000,1788.1,1791.79,1769.07,1771.6,27845.7896
1745578800000,1771.61,1790.49,1771.61,1790.49,20020.0098
1745582400000,1790.49,1802.7,1770.92,1773.1,43324.8466
1745586000000,1773.11,1779.43,1757.25,1769.11,36095.961
1745589600000,1769.1,1813.7,1768.47,1808.34,71504.1276
1745593200000,1808.34,1827.32,1801.2,1806.48,74586.911
1745596800000,1806.48,1809.23,1788.11,1801.75,24263.6719
1745600400000,1801.75,1810.89,1782.4,1785.82,29884.8449
1745604000000,1785.83,1803.0,1785.83,1796.4,10180.3358
1745607600000,1796.4,1802.85,1791.5,1802.16,17609.6401
1745611200000,1802.16,1806.3,1792.16,1798.33,12480.1878
1745614800000,1798.32,1809.4,1785.4,1789.81,15573.558
1745618400000,1789.82,1799.54,1788.76,1795.65,5122.8449
1745622000000,1795.65,1798.8,1783.85,1784.6,12819.0587
1745625600000,1784.6,1798.68,1784.6,1796.42,23399.4707
1745629200000,1796.41,1815.81,1791.51,1807.3,15670.8383
1745632800000,1807.29,1815.53,1801.41,1807.99,25064.7748
1745636400000,1807.99,1810.11,1792.88,1797.48,15000.6273
1745640000000,1797.48,1800.59,1790.21,1791.84,8090.1727
1745643600000,1791.84,1797.88,1789.0,1794.45,6322.5534
1745647200000,1794.45,1807.07,1794.0,1803.05,8579.7032
1745650800000,1803.06,1810.88,1800.0,1800.49,12840.6197
1745654400000,1800.49,1841.16,1798.23,1806.35,53153.9222
1745658000000,1806.35,1815.67,1792.96,1803.47,24744.7738
1745661600000,1803.48,1811.07,1801.44,1803.89,10330.0804
1745665200000,1803.9,1806.39,1778.94,1785.85,27700.9803
1745668800000,1785.86,1799.28,1784.2,1791.7,14918.4658
1745672400000,1791.71,1795.5,1780.1,1790.42,14984.6726
1745676000000,1790.41,1796.7,1785.06,1792.2,10229.948
1745679600000,1792.2,1804.0,1792.19,1800.2,13038.4886
1745683200000,1800.2,1804.87,1795.86,1802.94,7168.936
1745686800000,1802.94,1807.26,1799.3,1804.5,6625.7425
1745690400000,1804.49,1808.25,1800.82,1802.79,6192.0231
1745694000000,1802.8,1814.89,1800.92,1813.08,8135.4026
1745697600000,1813.08,1818.52,1805.51,1805.7,10269.6337
1745701200000,1805.69,1815.81,1805.69,1812.05,7077.823
1745704800000,1812.05,1831.09,1812.05,1816.28,17956.6431
1745708400000,1816.27,1822.98,1814.05,1820.88,7571.7484
1745712000000,1820.87,1849.5,1820.0,1842.03,33911.0313
1745715600000,1842.04,1857.47,1801.02,1804.6,63309.4394
1745719200000,1804.61,1818.1,1801.07,1813.24,14113.3224
1745722800000,1813.23,1817.5,1805.55,1809.75,14442.8477
1745726400000,1809.75,1811.6,1797.02,1798.2,15348.8644
1745730000000,1798.2,1806.67,1790.27,1798.69,15642.4511
1745733600000,1798.69,1804.28,1797.81,1800.62,9100.3857
1745737200000,1800.62,1805.4,1797.22,1803.76,5844.1585
1745740800000,1803.75,1815.52,1801.56,1810.09,12489.6545
1745744400000,1810.1,1813.34,1805.31,1810.65,6538.6553
1745748000000,1810.66,1812.94,1806.0,1809.19,5887.0317
1745751600000,1809.19,1809.91,1803.35,1805.94,7128.0141
1745755200000,1805.94,1807.49,1794.23,1796.19,14963.0046
1745758800000,1796.19,1800.38,1781.9,1797.96,23003.5787
1745762400000,1797.95,1808.1,1793.09,1796.63,17171.9885
1745766000000,1796.63,1797.82,1789.11,1793.86,10857.0406
1745769600000,1793.85,1798.19,1787.31,1795.29,12031.9183
1745773200000,1795.29,1801.89,1792.86,1798.12,7051.84
1745776800000,1798.12,1808.47,1797.08,1803.39,7934.4751
1745780400000,1803.4,1808.4,1800.79,1808.01,5844.1454
1745784000000,1808.01,1808.26,1798.51,1802.5,6631.9989
1745787600000,1802.51,1807.3,1796.14,1803.0,5146.7824
1745791200000,1803.0,1803.2,1784.59,1794.6,18511.8933
1745794800000,1794.59,1796.4,1788.41,1791.29,7428.1216
1745798400000,1791.29,1793.83,1768.0,1773.59,44175.2903
1745802000000,1773.59,1778.69,1752.18,1763.89,37949.9495
1745805600000,1763.89,1774.13,1761.81,1772.99,16802.5399
1745809200000,1772.99,1787.1,1769.81,1784.23,11413.8811
1745812800000,1784.23,1794.14,1784.23,1787.76,11060.2733
1745816400000,1787.75,1802.88,1786.2,1795.8,18918.5225
1745820000000,1795.8,1806.31,1795.62,1804.69,15568.387
1745823600000,1804.68,1812.08,1800.4,1804.79,17524.7753
1745827200000,1804.8,1810.4,1801.48,1809.39,12486.9681
1745830800000,1809.4,1815.88,1804.48,1805.76,13790.5688
1745834400000,1805.76,1824.0,1788.3,1815.39,46627.3895
1745838000000,1815.4,1827.98,1810.41,1816.2,22839.6302
1745841600000,1816.2,1816.97,1804.87,1806.87,28717.624
1745845200000,1806.87,1810.6,1782.19,1784.22,40042.0464
1745848800000,1784.21,1799.0,1780.0,1781.92,25868.6299
1745852400000,1781.93,1785.4,1753.0,1763.28,48908.4342
1745856000000,1763.27,1768.64,1744.71,1757.99,39278.378
1745859600000,1757.99,1774.74,1754.7,1770.86,19204.1763
1745863200000,1770.86,1781.69,1764.61,1778.2,16978.99
1745866800000,1778.21,1804.79,1777.63,1797.17,43611.7744
1745870400000,1797.17,1798.95,1783.4,1785.83,14808.3889
1745874000000,1785.83,1794.47,1781.16,1793.45,8259.6458
1745877600000,1793.46,1805.8,1791.6,1801.88,17117.1055
1745881200000,1801.88,1807.0,1795.11,1799.88,15316.3741
1745884800000,1799.88,1805.88,1793.71,1802.08,13288.0216
1745888400000,1802.09,1811.56,1792.63,1796.5,21206.8494
1745892000000,1796.51,1801.85,1787.89,1794.63,15275.4008
1745895600000,1794.66,1805.24,1792.27,1802.08,10762.9045
1745899200000,1802.07,1804.86,1789.19,1792.38,11418.4711
1745902800000,1792.39,1796.6,1788.16,1794.89,10248.0919
1745906400000,1794.89,1822.21,1794.2,1821.13,35543.7727
1745910000000,1821.14,1824.94,1816.47,1821.71,20138.1049
1745913600000,1821.71,1835.95,1816.92,1832.5,31266.0013
