time,open,high,low,close,volume
1746936000000,104007.03,104400.0,103997.44,104234.58,280.0721
1746937800000,104234.59,104287.03,104054.31,104153.72,240.0601
1746939600000,104153.71,104201.61,103859.82,103869.5,227.63038
1746941400000,103869.49,104020.91,103801.0,103840.0,187.89148
1746943200000,103840.0,103974.98,103719.09,103952.39,467.95608
1746945000000,103952.39,103988.39,103616.9,103864.52,450.07193
1746946800000,103864.52,103882.26,103572.65,103669.06,551.17278
1746948600000,103669.06,103699.68,103345.06,103385.47,547.91587
1746950400000,103385.46,104028.0,103380.95,103851.53,333.09624
1746952200000,103851.52,103966.73,103737.02,103825.39,240.47926
1746954000000,103825.39,104313.33,103820.0,104301.57,332.22365
1746955800000,104301.57,104469.23,104228.68,104347.94,284.23819
1746957600000,104347.93,104492.07,104193.66,104492.07,231.76841
1746959400000,104492.07,104668.36,104351.26,104644.0,439.1083
1746961200000,104644.0,104777.0,104351.27,104526.07,375.4042
1746963000000,104526.07,104682.54,104402.52,104652.01,236.33681
1746964800000,104652.01,104888.0,104633.04,104668.16,677.73318
1746966600000,104668.17,104794.48,104525.23,104601.9,253.9784
1746968400000,104601.89,104666.67,104250.8,104329.94,307.57204
1746970200000,104329.95,104515.3,103934.18,103959.99,792.75838
1746972000000,103959.99,104055.49,103775.91,103907.63,869.71907
1746973800000,103907.62,104290.97,103880.0,104160.0,621.4438
1746975600000,104160.0,104682.54,104070.98,104352.22,478.97913
1746977400000,104352.23,104439.96,103911.61,104150.0,498.32894
1746979200000,104150.0,104176.0,103750.0,104084.78,520.02577
1746981000000,104084.79,104128.0,103812.63,103984.13,180.0653
1746982800000,103984.12,104148.93,103793.65,103920.64,263.07303
1746984600000,103920.63,104094.75,103812.0,104036.7,182.95365
1746986400000,104036.7,104111.12,103873.86,103920.63,154.03588
1746988200000,103920.63,104832.82,103857.14,104528.19,594.05295
1746990000000,104528.19,104650.8,104428.57,104520.9,236.42695
1746991800000,104520.9,104619.05,104354.67,104420.0,181.53886
1746993600000,104420.0,104434.54,104162.78,104382.5,182.80255
1746995400000,104382.5,104442.78,104240.0,104269.85,109.29437
1746997200000,104269.85,104284.88,103984.12,104191.85,164.7542
1746999000000,104191.84,104388.0,103952.38,104349.0,159.32958
1747000800000,104349.01,104578.62,103801.45,103952.29,434.75157
1747002600000,103952.29,104022.67,103569.77,103793.67,305.96539
1747004400000,103793.67,104015.88,103761.9,103981.28,223.44909
1747006200000,103981.29,104142.86,103774.59,104118.0,313.0933
1747008000000,104118.0,104469.23,104074.15,104395.97,445.98492
1747009800000,104395.98,104635.48,104311.67,104587.31,418.58611
1747011600000,104587.31,105086.42,104171.48,104280.01,1353.14938
1747013400000,104280.01,104295.01,103764.5,103984.14,541.34026
1747015200000,103984.14,104204.08,103893.42,103957.59,361.37464
1747017000000,103957.59,104121.78,103710.66,103885.72,350.98327
1747018800000,103885.73,104047.62,103702.15,103868.04,317.45388
1747020600000,103868.05,104100.13,103800.0,104100.13,257.45639
1747022400000,104100.13,104164.77,103816.47,103888.89,205.98945
1747024200000,103888.89,104117.64,103850.01,104072.7,245.00203
1747026000000,104072.7,104072.71,103780.0,103806.21,253.22255
1747027800000,103806.21,104000.0,103750.0,103940.0,205.93212
1747029600000,103939.99,104220.19,103800.0,104201.45,188.05603
1747031400000,104201.44,104411.58,104180.38,104384.8,314.77235
1747033200000,104384.81,105819.45,104384.81,105452.23,3628.42497
1747035000000,105452.23,105700.0,104152.84,104467.99,1915.18732
1747036800000,104467.99,104528.92,104077.7,104291.98,574.51382
1747038600000,104291.99,104736.45,104222.22,104614.04,497.50963
1747040400000,104614.05,104682.68,104375.0,104517.94,517.61763
1747042200000,104517.94,104539.54,104375.0,104459.34,372.57648
1747044000000,104459.33,104535.0,104150.0,104332.2,595.88212
1747045800000,104332.19,104539.69,104286.19,104527.62,286.05347
1747047600000,104527.62,104628.0,104310.85,104378.74,438.72507
1747049400000,104378.73,104380.96,103625.0,103762.9,912.72423
1747051200000,103762.89,104031.75,103729.04,104000.04,745.24002
1747053000000,104000.05,104145.41,103876.13,103881.15,805.8948
1747054800000,103881.14,104371.09,103874.86,104159.07,492.29027
1747056600000,104159.07,104629.96,103675.57,104319.99,988.94537
1747058400000,104320.0,104400.0,102654.27,102953.74,1625.41993
